name,price,time
NVDA,117.6,2024-08-29T19:00:00Z
NVDA,117.79,2024-08-29T18:00:00Z
NVDA,121,2024-08-29T17:00:00Z
NVDA,120.645,2024-08-29T16:00:00Z
NVDA,121.125,2024-08-29T15:00:00Z
NVDA,122.19,2024-08-29T14:00:00Z
NVDA,123.125,2024-08-29T13:00:00Z
NVDA,121.41,2024-08-29T12:00:00Z
NVDA,122.73,2024-08-28T20:00:00Z
NVDA,125.57,2024-08-28T19:00:00Z
NVDA,125.885,2024-08-28T18:00:00Z
NVDA,123.995,2024-08-28T17:00:00Z
NVDA,125.88,2024-08-28T16:00:00Z
NVDA,125.51,2024-08-28T15:00:00Z
NVDA,125.1,2024-08-28T14:00:00Z
NVDA,126.84,2024-08-28T13:00:00Z
NVDA,128.27,2024-08-27T19:00:00Z
NVDA,128.61,2024-08-27T18:00:00Z
NVDA,129.02,2024-08-27T17:00:00Z
NVDA,128.2,2024-08-27T16:00:00Z
NVDA,128,2024-08-27T15:00:00Z
NVDA,128.45,2024-08-27T14:00:00Z
NVDA,126.83,2024-08-27T13:00:00Z
NVDA,124.76,2024-08-27T12:00:00Z
NVDA,126.45,2024-08-26T19:00:00Z
NVDA,126.98,2024-08-26T18:00:00Z
NVDA,125.99,2024-08-26T17:00:00Z
NVDA,126.99,2024-08-26T16:00:00Z
NVDA,126.45,2024-08-26T15:00:00Z
NVDA,126.7,2024-08-26T14:00:00Z
NVDA,128.7,2024-08-26T13:00:00Z
NVDA,129.47,2024-08-26T12:00:00Z
NVDA,129.05,2024-08-23T20:00:00Z
NVDA,129.28,2024-08-23T19:00:00Z
NVDA,128.31,2024-08-23T18:00:00Z
NVDA,128.165,2024-08-23T17:00:00Z
NVDA,127.42,2024-08-23T16:00:00Z
NVDA,128.15,2024-08-23T15:00:00Z
NVDA,128.02,2024-08-23T14:00:00Z
NVDA,127.36,2024-08-23T13:00:00Z
NVDA,123.84,2024-08-22T19:00:00Z
NVDA,124.18,2024-08-22T18:00:00Z
NVDA,124.39,2024-08-22T17:00:00Z
NVDA,125.68,2024-08-22T16:00:00Z
NVDA,125.6,2024-08-22T15:00:00Z
NVDA,128.39,2024-08-22T14:00:00Z
NVDA,129.78,2024-08-22T13:00:00Z
NVDA,129.81,2024-08-22T12:00:00Z
NVDA,128.34,2024-08-21T20:00:00Z
NVDA,128.4,2024-08-21T19:00:00Z
NVDA,128.26,2024-08-21T18:00:00Z
NVDA,128.255,2024-08-21T17:00:00Z
NVDA,128.02,2024-08-21T16:00:00Z
NVDA,127.6,2024-08-21T15:00:00Z
NVDA,127.85,2024-08-21T14:00:00Z
NVDA,128,2024-08-21T13:00:00Z
NVDA,127.4,2024-08-21T12:00:00Z
NVDA,127.26,2024-08-20T19:00:00Z
NVDA,128.11,2024-08-20T18:00:00Z
NVDA,127.45,2024-08-20T17:00:00Z
NVDA,126.88,2024-08-20T16:00:00Z
NVDA,128.38,2024-08-20T15:00:00Z
NVDA,126.95,2024-08-20T14:00:00Z
NVDA,129.52,2024-08-20T13:00:00Z
